City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,sur,22.5667,59.5289,31.88,57,0,3.85,OM,1715128676
361,gadzhiyevo,69.2551,33.3362,-4.36,78,100,3.57,RU,1715128337
362,jining,35.405,116.5814,24.2,21,0,2.3,CN,1715128676
363,luena,-11.7833,19.9167,21.1,73,43,3.09,AO,1715128676
364,afaahiti,-17.75,-149.2833,28.93,78,97,6.8,PF,1715128295
365,shekhupura,31.7131,73.9783,25.03,21,0,1.72,PK,1715128677
366,virginia,37.5481,-77.4467,22.99,88,0,0.0,US,1715128677
367,abra pampa,-22.7205,-65.697,11.5,15,2,2.27,AR,1715128677
368,mirpur sakro,24.5474,67.6277,26.98,80,0,6.03,PK,1715128677
369,piracuruca,-3.9281,-41.7092,24.73,84,64,1.92,BR,1715128678
370,aasiaat,68.7098,-52.8699,-5.11,96,100,3.7,GL,1715128287
371,cockburn town,21.4612,-71.1419,25.22,78,99,8.04,TC,1715128506
372,seminole,28.7086,-81.2081,29.2,67,20,5.66,US,1715128678
373,childress,34.4264,-100.204,29.14,16,0,8.75,US,1715128678
374,robertsport,6.7533,-11.3686,27.88,84,69,3.81,LR,1715128678
375,riosucio,5.4216,-75.7032,19.18,99,100,1.09,CO,1715128679
376,bazarnyy karabulak,52.2683,46.4144,11.73,84,100,5.58,RU,1715128679
377,cotonou,6.3654,2.4183,28.91,80,100,4.04,BJ,1715128330
378,sao miguel do araguaia,-13.275,-50.1628,25.0,58,0,2.19,BR,1715128679
379,muisne,0.6,-80.0333,25.81,83,92,4.94,EC,1715128679
380,noumea,-22.2763,166.4572,25.56,99,33,6.19,NC,1715128253
381,nouadhibou,20.931,-17.0347,18.99,82,99,5.14,MR,1715128306
382,kingaroy,-26.5333,151.8333,17.95,74,82,5.54,AU,1715128680
383,ketchikan,55.3422,-131.6461,11.26,58,100,7.72,US,1715128543
384,hanceville,34.0607,-86.7675,25.09,94,27,2.28,US,1715128674
385,grand-bassam,5.2118,-3.7388,25.98,83,100,2.32,CI,1715128680
386,parun,35.4207,70.9221,3.11,42,98,6.57,AF,1715128681
387,smithers,54.7804,-127.1743,12.18,28,40,4.12,CA,1715128494
388,eyl,7.9803,49.8164,28.39,78,11,2.26,SO,1715128509
389,antsiranana,-12.2787,49.2917,24.27,83,53,7.62,MG,1715128682
390,hilo,19.7297,-155.09,27.38,82,100,5.14,US,1715128288
391,laascaanood,8.4774,47.3597,25.21,80,12,5.95,SO,1715128682
392,novoagansk,61.9449,76.6625,0.55,90,100,6.18,RU,1715128682
393,kolobrzeg,54.1757,15.5834,7.76,75,52,4.06,PL,1715128558
394,santa cruz,-17.8,-63.1667,26.7,83,20,6.17,BO,1715128683
395,uturoa,-16.7333,-151.4333,27.85,75,95,7.81,PF,1715128297
396,bel ombre,-4.6167,55.4167,26.91,89,40,1.03,SC,1715128683
397,debre werk',10.6667,38.1667,17.72,56,95,1.09,ET,1715128563
398,ponta delgada,37.7333,-25.6667,18.44,94,75,2.57,PT,1715128419
399,bhamo,24.2667,97.2333,27.67,49,58,0.53,MM,1715128684
400,atar,20.5169,-13.0499,30.37,12,0,0.75,MR,1715128684
401,marquette,46.5333,-87.6335,13.69,83,100,1.6,US,1715128684
402,colgong,25.2667,87.2167,27.07,56,1,3.0,IN,1715128685
403,coquimbo,-29.9533,-71.3436,13.85,100,100,6.69,CL,1715128350
404,taltal,-25.4,-70.4833,17.38,70,100,1.71,CL,1715128391
405,necochea,-38.5473,-58.7368,15.31,96,100,4.67,AR,1715128685
406,galesong,-5.3166,119.3661,28.01,78,8,1.8,ID,1715128659
407,porto novo,6.4965,2.6036,28.08,83,100,2.35,BJ,1715128536
408,carutapera,-1.195,-46.02,25.29,94,99,2.49,BR,1715128501
409,quixeramobim,-5.1992,-39.2928,22.66,91,97,1.03,BR,1715128686
410,turpan,42.9333,89.1667,28.44,27,100,1.32,CN,1715128487
411,laguna,38.421,-121.4238,24.99,32,0,6.17,US,1715128327
412,saldanha,-33.0117,17.9442,14.03,87,0,3.65,ZA,1715128416
413,sittwe,20.15,92.9,28.13,68,100,2.74,MM,1715128408
414,theniet el had,35.8711,2.0281,8.13,90,4,1.42,DZ,1715128686
415,kayes,14.0,-11.0,36.53,14,99,0.75,ML,1715128687
416,fasa,28.9383,53.6482,13.58,88,0,2.06,IR,1715128370
417,tulun,54.5611,100.5792,10.01,62,100,5.9,RU,1715128687
418,batalha,-9.6778,-37.1247,23.31,95,99,1.22,BR,1715128688
419,mufumbwe,-13.6833,24.8,18.69,71,84,1.78,ZM,1715128688
420,sikasso,10.9167,-7.0,28.26,58,91,1.81,ML,1715128688
421,vieste,41.8825,16.175,16.99,78,0,2.25,IT,1715128688
422,merizo village,13.2658,144.6691,29.85,82,100,5.17,GU,1715128313
423,birzebbuga,35.8258,14.5269,18.42,100,20,4.63,MT,1715128689
424,lintong,34.378,109.2089,20.38,48,100,2.06,CN,1715128689
425,severnoye,56.3491,78.3619,7.21,96,49,3.13,RU,1715128689
426,serra san bruno,38.5754,16.3244,11.81,61,99,0.89,IT,1715128689
427,salalah,17.0151,54.0924,30.05,79,75,1.54,OM,1715128409
428,az zawr,29.4425,48.2747,28.86,47,1,7.91,KW,1715128690
429,tabou,4.423,-7.3528,27.68,82,100,3.27,CI,1715128690
430,vilyuchinsk,52.9306,158.4028,2.15,84,100,3.54,RU,1715128332
431,rio grande,-32.035,-52.0986,22.06,94,97,2.93,BR,1715128309
432,clarence town,-32.5833,151.7833,19.97,73,98,0.76,AU,1715128691
433,hiratacho,35.4333,132.8167,13.98,67,75,8.75,JP,1715128692
434,tralee,52.2704,-9.7026,9.22,90,100,1.43,IE,1715128533
435,khanbari,27.3747,87.2039,20.14,79,100,1.16,NP,1715128692
436,biankouma,7.7391,-7.6138,21.35,99,93,1.08,CI,1715128692
437,saint-philippe,-21.3585,55.7679,22.77,73,50,7.51,RE,1715128344
438,rexburg,43.826,-111.7897,9.19,44,100,2.57,US,1715128693
439,puerto deseado,-47.7503,-65.8938,4.24,92,100,6.02,AR,1715128693
440,juye,35.3947,116.0883,24.51,21,0,2.17,CN,1715128693
441,saint-pierre,-21.3393,55.4781,22.82,56,0,5.66,RE,1715128304
442,gwio kura,12.6753,11.0682,29.92,14,44,1.48,NG,1715128694
443,zeya,53.75,127.2667,16.94,35,100,5.92,RU,1715128501
444,nuuk,64.1835,-51.7216,0.34,74,15,4.12,GL,1715128318
445,karratha,-20.7377,116.8463,27.36,49,3,2.07,AU,1715128417
446,peremyshlyany,49.6652,24.5585,4.98,84,100,2.65,UA,1715128694
447,suzhou,31.3114,120.6181,20.27,51,1,4.28,CN,1715128695
448,williams lake,52.1415,-122.1445,13.92,32,75,6.69,CA,1715128569
449,letterkenny,54.95,-7.7333,7.87,95,100,1.15,IE,1715128695
450,boda,4.3189,17.4695,22.99,84,65,0.53,CF,1715128695
451,monkey bay,-14.0728,34.9201,23.08,71,55,6.1,MW,1715128695
452,dos de mayo,-27.0228,-54.6867,24.82,69,100,3.38,AR,1715128696
453,lubang,13.8584,120.124,28.43,78,67,6.98,PH,1715128696
454,howard springs,-12.497,131.047,29.34,76,6,3.98,AU,1715128696
455,port blair,11.6667,92.75,26.02,94,20,1.03,IN,1715128351
456,quesnel,52.9999,-122.5029,14.28,24,40,4.63,CA,1715128696
457,tokmok,42.8417,75.3016,17.41,58,58,1.68,KG,1715128697
458,taoudenni,22.6783,-3.9836,32.03,6,0,3.57,ML,1715128353
459,dankov,53.2515,39.1555,1.4,84,11,6.41,RU,1715128697
460,shawano,44.7822,-88.609,12.5,97,100,0.67,US,1715128697
461,isangel,-19.55,169.2667,26.06,73,40,4.12,VU,1715128422
462,lawas,13.764,121.0566,31.42,58,100,3.94,PH,1715128698
463,maintirano,-18.0667,44.0167,23.47,68,0,2.74,MG,1715128310
464,callao,-12.0667,-77.15,23.18,82,20,5.66,PE,1715128698
465,simanggang,1.2472,111.4528,26.99,94,40,1.03,MY,1715128518
466,maracaibo,10.6317,-71.6406,28.62,80,79,4.75,VE,1715128698
467,polyarnyy,69.1989,33.4478,-5.33,79,100,3.03,RU,1715128419
468,khandyga,62.6667,135.6,6.0,71,100,2.12,RU,1715128302
469,newbiggin-by-the-sea,55.1853,-1.5147,9.44,96,100,1.54,GB,1715128699
470,cam pha mines,21.0167,107.3,26.96,73,99,1.01,VN,1715128699
471,phan thiet,10.9333,108.1,29.52,69,9,2.42,VN,1715128699
472,yurty,56.0498,97.6348,9.27,53,100,4.63,RU,1715128700
473,nuku'alofa,-21.1333,-175.2,27.19,83,75,2.57,TO,1715128700
474,dayton,39.7589,-84.1916,23.82,87,75,5.66,US,1715128700
475,maxixe,-23.8597,35.3472,20.93,76,3,1.37,MZ,1715128700
476,micheweni,-4.9667,39.8333,25.91,86,79,5.9,TZ,1715128486
477,susuman,62.7833,148.1667,0.55,75,79,2.24,RU,1715128388
478,mechanicsville,37.6088,-77.3733,23.37,87,0,0.0,US,1715128415
479,taulaga,-11.0553,-171.0883,29.57,75,99,2.68,AS,1715128701
480,lazarevskoye,43.9061,39.3331,12.51,86,27,1.03,RU,1715128701
481,fort mcmurray,56.7268,-111.381,10.77,93,100,3.09,CA,1715128550
482,dili,-8.5586,125.5736,29.14,72,3,2.59,TL,1715128701
483,punta cardon,11.6581,-70.215,27.49,84,100,11.2,VE,1715128702
484,lev tolstoy,53.2134,39.446,1.27,84,16,6.97,RU,1715128702
485,prince rupert,54.3161,-130.3201,10.05,66,40,11.83,CA,1715128488
486,colonia,50.9333,6.95,13.92,89,75,0.51,DE,1715128239
487,nantucket,41.2835,-70.0995,12.23,96,36,5.85,US,1715128360
488,al jahra',29.3375,47.6581,28.64,22,3,6.81,KW,1715128703
489,tannum sands,-23.9504,151.3693,25.97,64,27,6.17,AU,1715128625
490,isiro,2.7739,27.616,21.8,76,72,1.23,CD,1715128703
491,hotan,37.0997,79.9269,21.41,25,0,1.89,CN,1715128408
492,parry sound,45.3501,-80.033,17.03,42,100,2.14,CA,1715128703
493,siwa oasis,29.2041,25.5195,20.55,33,2,3.62,EG,1715128703
494,baoshan,46.5586,131.4244,18.28,31,65,1.76,CN,1715128704
495,guelmim,28.987,-10.0574,17.19,82,100,1.54,MA,1715128704
496,north battleford,52.7834,-108.2847,14.05,67,100,5.66,CA,1715128704
497,ar ruways,24.1103,52.7306,29.88,58,1,2.2,AE,1715128704
498,pontianak,-0.0333,109.3333,25.99,100,75,2.57,ID,1715128513
499,herat,34.5,62.0,22.38,35,6,3.22,AF,1715128705
500,bafra,41.5678,35.9069,11.01,82,0,1.76,TR,1715128705
501,toguchin,55.2353,84.3858,10.65,74,12,4.07,RU,1715128370
502,villanueva,15.3167,-88.0,29.55,79,20,6.17,HN,1715128705
503,fort st. john,56.2499,-120.8529,14.94,18,20,8.23,CA,1715128397
504,yanjiang,30.1211,104.6481,22.63,69,100,2.92,CN,1715128706
505,umea,63.8284,20.2597,-1.04,59,0,1.54,SE,1715128706
506,bodden town,19.2833,-81.25,29.0,85,20,2.57,KY,1715128706
507,forster,-32.1667,152.5167,19.1,81,35,1.58,AU,1715128706
508,banda aceh,5.5577,95.3222,28.42,77,100,0.99,ID,1715128373
509,salzhemmendorf,52.067,9.5872,9.55,91,40,0.96,DE,1715128707
510,suva,-18.1416,178.4415,26.71,78,75,3.6,FJ,1715128707
511,danghara,38.0958,69.34,18.12,51,79,3.72,TJ,1715128707
512,balad,34.0164,44.1453,20.97,31,2,2.76,IQ,1715128707
513,kamwenge,0.1866,30.4539,18.26,98,100,0.95,UG,1715128707
514,desaguadero,-16.5656,-69.0417,9.38,60,100,1.73,PE,1715128708
515,revda,56.801,59.9303,6.59,83,99,4.49,RU,1715128306
516,sola,-13.8833,167.55,29.37,66,75,2.57,VU,1715128366
517,cochirleanca,45.2167,27.0333,15.49,81,99,8.89,RO,1715128708
518,kampene,-3.6,26.6667,21.44,96,80,1.0,CD,1715128708
519,hangzhou,30.2937,120.1614,20.95,60,3,3.42,CN,1715128708
520,aldinga beach,-35.2793,138.4604,21.26,46,53,3.68,AU,1715128709
521,burang,30.25,81.1667,1.55,58,0,0.18,CN,1715128709
522,yuzhno-kurilsk,44.0306,145.8556,2.99,95,100,10.33,RU,1715128364
523,trat,12.5,102.5,26.11,71,100,0.35,TH,1715128709
524,kangasala,61.4638,24.076,-1.77,76,0,2.85,FI,1715128709
525,ust'-kulom,61.6864,53.6902,-1.43,73,100,3.82,RU,1715128710
526,nasir,15.5894,32.5634,29.24,11,19,6.14,SD,1715128710
527,palangkaraya,-2.2,113.8333,26.97,92,43,0.8,ID,1715128710
528,vorkuta,67.5,64.0,-18.83,100,62,2.24,RU,1715128403
529,steinbach,50.1667,8.5667,12.01,88,0,4.63,DE,1715128711
530,senj,44.9894,14.9058,14.37,91,82,1.61,HR,1715128711
531,alta,69.9689,23.2717,-3.41,68,6,1.03,NO,1715128505
532,cuyamel,15.6667,-88.2,30.09,90,12,2.03,HN,1715128711
533,pingliang,35.5392,106.6861,18.03,49,100,2.88,CN,1715128711
534,toamasina,-18.1667,49.3833,22.0,94,75,0.51,MG,1715128712
535,altay,47.8667,88.1167,15.12,55,0,0.82,CN,1715128712
536,luderitz,-26.6481,15.1594,16.22,88,0,8.15,NA,1715128289
537,bom jesus da lapa,-13.255,-43.4181,24.55,54,5,1.96,BR,1715128712
538,burela de cabo,43.65,-7.4,13.43,94,98,4.16,ES,1715128713
539,cannonvale,-20.2833,148.7,24.21,69,0,8.5,AU,1715128427
540,tsiombe,-25.3,45.4833,19.53,91,0,2.69,MG,1715128316
541,kigorobya,1.6162,31.3089,19.94,93,100,1.63,UG,1715128713
542,longboat key,27.4125,-82.659,28.0,58,0,3.09,US,1715128713
543,portland,45.5234,-122.6762,16.66,58,40,3.09,US,1715128001
544,cooper's town,26.8667,-77.5167,24.51,74,0,4.62,BS,1715128714
545,alvorada,-12.48,-49.1247,24.75,52,9,1.45,BR,1715128714
546,springfield,37.2153,-93.2982,23.92,41,0,3.09,US,1715128714
547,pampierstad,-27.7832,24.6877,16.42,31,0,3.84,ZA,1715128715
548,lethem,3.3803,-59.7968,25.23,88,100,0.96,GY,1715128715
549,pitimbu,-7.4706,-34.8086,26.33,80,95,3.81,BR,1715128715
550,cilaos,-21.1336,55.4719,15.3,86,24,2.78,RE,1715128715
551,safi,32.1667,-8.8333,17.49,61,46,2.68,MA,1715128716
552,belsand,26.45,85.4,26.4,60,0,4.63,IN,1715128716
553,mount gambier,-37.8333,140.7667,15.61,61,1,2.99,AU,1715128389
554,emerald,-23.5333,148.1667,23.52,58,5,5.53,AU,1715128383
555,rabaul,-4.1967,152.1721,27.94,80,100,0.77,PG,1715128717
556,motueka,-41.1333,173.0167,13.39,62,3,2.67,NZ,1715128717
557,alo,7.4178,6.7371,26.96,78,100,1.31,NG,1715128717
558,port-vila,-17.7338,168.3219,26.78,74,40,4.63,VU,1715128503
559,brak,27.5496,14.2714,29.26,16,5,8.82,LY,1715128490
560,letlhakane,-21.4167,25.5833,18.45,38,0,4.73,BW,1715128718
561,yasuj,30.6682,51.588,12.75,71,20,0.0,IR,1715128718
562,fort bragg,35.139,-79.006,27.85,70,0,3.09,US,1715128501
563,cascais,38.6979,-9.4215,19.64,61,100,1.79,PT,1715128718
564,egilsstadir,65.2653,-14.3948,5.95,70,100,7.2,IS,1715128522
565,manismata,-2.4667,111.0333,26.94,88,100,1.37,ID,1715128718
566,nyaungdon,17.0333,95.65,30.92,59,1,2.94,MM,1715128719
567,nasaud,47.2833,24.4,13.13,87,100,2.27,RO,1715128719
568,khovd,48.0056,91.6419,13.57,46,100,0.6,MN,1715128719
569,kirensk,57.7853,108.1119,6.09,55,22,2.24,RU,1715128427
570,la passe,45.5549,-0.8967,13.32,90,0,3.35,FR,1715128380
571,acarau,-2.8856,-40.12,25.89,90,93,4.64,BR,1715128338
572,pasni,25.2631,63.471,27.38,76,0,3.89,PK,1715128559
573,kyzyl,51.7,94.45,10.57,46,100,1.79,RU,1715128720
574,coari,-4.085,-63.1414,24.54,97,91,1.59,BR,1715128720
575,gandajika,-6.75,23.95,21.46,74,73,1.36,CD,1715128720
576,sinabang,2.4803,96.3801,27.89,79,99,0.11,ID,1715128537
577,south hedland,-20.4089,118.5983,26.96,44,0,4.12,AU,1715128721
578,natal,-5.795,-35.2094,26.36,94,20,2.06,BR,1715128721
579,lerwick,60.1545,-1.1494,5.0,81,100,2.96,GB,1715128426
580,mayya,61.7333,130.2811,7.62,62,100,3.41,RU,1715128722
581,lamu,-2.2717,40.902,26.12,86,82,6.02,KE,1715128355
582,hun,29.1268,15.9477,26.3,16,37,10.13,LY,1715128722
583,senillosa,-39.0,-68.4167,10.88,37,79,10.36,AR,1715128723
584,houlton,46.1262,-67.8403,14.23,35,100,0.0,US,1715128723
585,camayenne,9.535,-13.6878,29.05,79,20,3.09,GN,1715128723
586,coahuayana de hidalgo,18.7,-103.6583,24.66,64,100,1.26,MX,1715128339
587,kurtamysh,54.9103,64.4319,6.98,58,99,1.79,RU,1715128724
588,angra do heroismo,38.65,-27.2167,19.34,95,75,3.13,PT,1715128724
589,puerto penasco,31.3167,-113.5333,23.28,57,0,3.13,MX,1715128724
590,champerico,14.3,-91.9167,32.3,70,37,5.94,GT,1715128724
591,choibalsan,48.0667,114.5,11.85,37,84,11.39,MN,1715128724
592,the bottom,17.6259,-63.2492,24.31,81,0,5.51,BQ,1715128725
593,coyhaique,-45.5752,-72.0662,-0.03,93,40,2.06,CL,1715128310
594,naxos,37.1056,25.3764,19.06,61,8,1.79,GR,1715128725
595,chincha alta,-13.4099,-76.1323,19.33,92,84,1.35,PE,1715128725
596,sakado,35.9569,139.3889,22.18,58,98,3.78,JP,1715128725
597,svetlyy,54.675,20.1347,5.2,85,0,2.27,RU,1715128726
598,bayanhongor,46.7167,100.1167,10.36,52,100,1.03,MN,1715128528
